transaction_id, is_refund, corr_transaction_identifier, date_time, transaction_date_type, transaction_date_other, amount, currency, payment_method_type, payment_method_other, initiated_at_physical_premises_of_merchant, payer_ms, payer_ms_source, psp_role_type, psp_role_other, reported_payee_id
CY-1-263,true,CZ-1,2025-01-26T04:05:03Z,CESOP701,CESOP701,1113441.00,HKD,Intermediary,TODO,true,DE,BIC,Payment collector,other,f2af6b11-480f-44c4-a3d8-4f5d15731575
DK-1-264,true,EE-1,2025-02-15T08:17:41Z,CESOP701,CESOP701,2333.83,NOK,Other,TODO,true,ES,Other,Other,other,dbad1b92-2aae-4885-ab31-0378650952d7
FI-1-265,true,FR-1,2025-03-31T22:51:12Z,CESOP701,CESOP701,1111.00,ILS,Card payment,TODO,true,GR,IBAN,Three party card scheme,other,132fa829-9d6b-4ba6-bc6b-b254aa00a366
HR-1-266,true,HU-1,2025-02-17T21:05:07Z,CESOP701,CESOP701,1113441.00,KRW,Bank transfer,TODO,true,IE,OBAN,Four party card scheme,other,cd6be9d9-9f65-4b53-a123-e10427276736
IT-1-267,true,LT-1,2025-02-20T19:12:13Z,CESOP701,CESOP701,2333.83,TRY,Direct debit,TODO,true,LU,BIC,E-money provider,other,e3fb3749-498c-4f6b-b25d-1ef221183ab7
LV-1-268,true,MT-1,2025-01-06T18:27:22Z,CESOP701,CESOP701,1111.00,RUB,E-money,TODO,true,NL,Other,Acquirer,other,2cc844e4-bc2a-474d-9fcd-a6a5db1e4228
PL-1-269,true,PT-1,2025-02-02T08:55:46Z,CESOP701,CESOP701,1113441.00,INR,Money Remittance,TODO,true,RO,IBAN,e-Wallet provider,other,b3e6c94c-5bcb-42a0-be39-92f99b7cba36
SE-1-270,true,SI-1,2025-01-12T19:23:23Z,CESOP701,CESOP701,2333.83,BRL,Marketplace,TODO,true,SK,OBAN,Money Transfer operator,other,c47ef89a-a0df-4946-bab1-0254fb96fcdd
AT-1-271,true,BE-1,2025-03-22T21:09:32Z,CESOP701,CESOP701,1111.00,ZAR,Intermediary,TODO,true,BG,BIC,Issuer of payment instruments,other,1bd0977f-1acf-4f12-84af-3b148aa6d86f
CY-1-272,true,CZ-1,2025-01-09T23:33:03Z,CESOP701,CESOP701,1113441.00,AED,Other,TODO,true,DE,Other,Payment Processor,other,8eea00ff-a2b0-4f20-84d7-92b0018701d5
DK-1-273,true,EE-1,2025-02-02T05:56:10Z,CESOP701,CESOP701,2333.83,PLN,Card payment,TODO,true,ES,IBAN,E-payment,other,a3173913-bb04-40d4-b2e9-fdbfcfff558c
FI-1-274,true,FR-1,2025-03-16T10:19:33Z,CESOP701,CESOP701,1111.00,THB,Bank transfer,TODO,true,GR,OBAN,Payment collector,other,bad735a5-5ef4-4c32-8479-5d7fc26dddcc
HR-1-275,true,HU-1,2025-03-22T13:22:35Z,CESOP701,CESOP701,1113441.00,CZK,Direct debit,TODO,true,IE,BIC,Other,other,c6383d56-9854-4602-9fe4-c0d76ddcc17c
IT-1-276,true,LT-1,2025-02-26T06:08:01Z,CESOP701,CESOP701,2333.83,DKK,E-money,TODO,true,LU,Other,Three party card scheme,other,82d2ea1c-91a8-4a10-abe3-575639f92238
LV-1-277,true,MT-1,2025-03-24T14:52:10Z,CESOP701,CESOP701,1111.00,HUF,Money Remittance,TODO,true,NL,IBAN,Four party card scheme,other,4a89624a-b4ba-4135-8953-72e247d8ef97
PL-1-278,true,PT-1,2025-03-28T04:40:29Z,CESOP701,CESOP701,1113441.00,MYR,Marketplace,TODO,true,RO,OBAN,E-money provider,other,89fb420c-98dd-4d7b-adf5-aa38983ee8d4
SE-1-279,true,SI-1,2025-03-07T14:35:02Z,CESOP701,CESOP701,2333.83,PHP,Intermediary,TODO,true,SK,BIC,Acquirer,other,89c8e747-594d-46b2-b408-42cee05d9cb5
AT-1-280,true,BE-1,2025-01-03T09:43:25Z,CESOP701,CESOP701,1111.00,ARS,Other,TODO,true,BG,Other,e-Wallet provider,other,2e2081ce-c718-4601-a0cd-bd88b09ce1be
CY-1-281,true,CZ-1,2025-03-03T04:37:00Z,CESOP701,CESOP701,1113441.00,TWD,Card payment,TODO,true,DE,IBAN,Money Transfer operator,other,839d2db4-08a0-4c8e-be55-e75915d1c0fc
DK-1-282,true,EE-1,2025-01-15T01:25:24Z,CESOP701,CESOP701,2333.83,CLP,Bank transfer,TODO,true,ES,OBAN,Issuer of payment instruments,other,df9efe42-99f3-4a48-9171-5fca895c3933
FI-1-283,true,FR-1,2025-02-20T03:08:17Z,CESOP701,CESOP701,1111.00,COP,Direct debit,TODO,true,GR,BIC,Payment Processor,other,dcf25b52-dcf5-4349-814f-f14ec27b5fb7
HR-1-284,true,HU-1,2025-01-06T19:24:54Z,CESOP701,CESOP701,1113441.00,PKR,E-money,TODO,true,IE,Other,E-payment,other,c98cc9ed-717b-4c8e-8376-9b7593bad23a
IT-1-285,true,LT-1,2025-01-02T12:34:56Z,CESOP701,CESOP701,2333.83,RON,Money Remittance,TODO,true,LU,IBAN,Payment collector,other,0d64a377-cb1c-4a9a-941a-52da379f7def
LV-1-286,true,MT-1,2025-03-23T00:36:33Z,CESOP701,CESOP701,1111.00,SAR,Marketplace,TODO,true,NL,OBAN,Other,other,be01ab00-617d-4ed4-8dd8-193a907f865c
PL-1-287,true,PT-1,2025-03-31T12:18:36Z,CESOP701,CESOP701,1113441.00,NPR,Intermediary,TODO,true,RO,BIC,Three party card scheme,other,39ee7017-3028-4059-bf62-e897b033cb4a
SE-1-288,true,SI-1,2025-02-23T01:13:07Z,CESOP701,CESOP701,2333.83,EGP,Other,TODO,true,SK,Other,Four party card scheme,other,063a272c-8e37-4bd3-be5a-c10883149c1f
AT-1-289,true,BE-1,2025-03-21T07:44:47Z,CESOP701,CESOP701,1111.00,MAD,Card payment,TODO,true,BG,IBAN,E-money provider,other,ba53bbaf-be84-48ac-9e62-7f47f8a7ddbf
CY-1-290,true,CZ-1,2025-01-25T14:46:08Z,CESOP701,CESOP701,1113441.00,BHD,Bank transfer,TODO,true,DE,OBAN,Acquirer,other,5f6b0714-6c26-4579-81d7-775c2ac6aa32
DK-1-291,true,EE-1,2025-02-26T22:52:45Z,CESOP701,CESOP701,2333.83,KWD,Direct debit,TODO,true,ES,BIC,e-Wallet provider,other,f8303344-c6e3-44e3-b785-450eb2d2640e
FI-1-292,true,FR-1,2025-01-02T16:56:34Z,CESOP701,CESOP701,1111.00,OMR,E-money,TODO,true,GR,Other,Money Transfer operator,other,c10a0994-4cab-4f88-8855-bda89810e14d
HR-1-293,true,HU-1,2025-01-19T03:59:07Z,CESOP701,CESOP701,1113441.00,QAR,Money Remittance,TODO,true,IE,IBAN,Issuer of payment instruments,other,05599b93-a910-4c98-836c-dffe7a15b181
IT-1-294,true,LT-1,2025-02-25T03:46:13Z,CESOP701,CESOP701,2333.83,VND,Marketplace,TODO,true,LU,OBAN,Payment Processor,other,4418a63b-7869-4d5f-9f0e-39024728d1ef
LV-1-295,true,MT-1,2025-02-14T09:29:12Z,CESOP701,CESOP701,1111.00,LKR,Intermediary,TODO,true,NL,BIC,E-payment,other,e51cc628-4a8f-478e-9a96-5af6fee3c426
PL-1-296,true,PT-1,2025-03-22T04:48:11Z,CESOP701,CESOP701,1113441.00,ISK,Other,TODO,true,RO,Other,Payment collector,other,b6c47664-b9c7-4048-9323-ce69c843418b
SE-1-297,true,SI-1,2025-03-30T01:45:00Z,CESOP701,CESOP701,2333.83,JOD,Card payment,TODO,true,SK,IBAN,Other,other,5f151dee-1eae-4806-ad87-045d338bad55
AT-1-298,true,BE-1,2025-03-01T04:46:30Z,CESOP701,CESOP701,1111.00,BAM,Bank transfer,TODO,true,BG,OBAN,Three party card scheme,other,fb598653-0ac2-43f8-bb5e-1d19e19ca68f
CY-1-299,true,CZ-1,2025-02-17T07:22:24Z,CESOP701,CESOP701,1113441.00,MDL,Direct debit,TODO,true,DE,BIC,Four party card scheme,other,cdf77fd8-cfc8-4dd3-bf41-b4b6d956ebb1
DK-1-300,true,EE-1,2025-02-15T15:13:10Z,CESOP701,CESOP701,2333.83,UAH,E-money,TODO,true,ES,Other,E-money provider,other,103d253d-9f39-44ec-b7f5-6edefe15566d
FI-1-301,true,FR-1,2025-01-17T08:59:37Z,CESOP701,CESOP701,1111.00,USD,Money Remittance,TODO,true,GR,IBAN,Acquirer,other,568d424a-b22a-44e0-9a39-5f8af0838024
HR-1-302,true,HU-1,2025-01-23T15:47:02Z,CESOP701,CESOP701,1113441.00,EUR,Marketplace,TODO,true,IE,OBAN,e-Wallet provider,other,b5efbbf9-d2c4-48da-a80a-01bc1f34c2d5
IT-1-303,true,LT-1,2025-03-11T05:58:25Z,CESOP701,CESOP701,2333.83,JPY,Intermediary,TODO,true,LU,BIC,Money Transfer operator,other,a01f48b3-d27e-44db-8898-f7cf299b3db5
LV-1-304,true,MT-1,2025-01-05T16:06:47Z,CESOP701,CESOP701,1111.00,GBP,Other,TODO,true,NL,Other,Issuer of payment instruments,other,be2f5892-d781-4532-bfe2-71c48b3b732e
PL-1-305,true,PT-1,2025-01-07T22:05:45Z,CESOP701,CESOP701,1113441.00,AUD,Card payment,TODO,true,RO,IBAN,Payment Processor,other,6ebf72b0-07a2-4680-8ba3-44ea637138e5
SE-1-306,true,SI-1,2025-02-12T13:20:03Z,CESOP701,CESOP701,2333.83,CAD,Bank transfer,TODO,true,SK,OBAN,E-payment,other,dc186ee7-4289-4d4e-bd25-4f14155ba9be
AT-1-307,true,BE-1,2025-02-10T15:51:43Z,CESOP701,CESOP701,1111.00,CHF,Direct debit,TODO,true,BG,BIC,Payment collector,other,ad085d98-64f2-418f-82a2-60d70b8b9d1a
CY-1-308,true,CZ-1,2025-01-06T22:35:51Z,CESOP701,CESOP701,1113441.00,CNY,E-money,TODO,true,DE,Other,Other,other,88acf874-9717-4f41-bc20-e10e62ff8bcb
DK-1-309,true,EE-1,2025-02-02T07:46:49Z,CESOP701,CESOP701,2333.83,SEK,Money Remittance,TODO,true,ES,IBAN,Three party card scheme,other,aacf4a15-9c86-40d8-8d42-2db4fbb4ceeb
FI-1-310,true,FR-1,2025-03-27T05:38:46Z,CESOP701,CESOP701,1111.00,NZD,Marketplace,TODO,true,GR,OBAN,Four party card scheme,other,878476e1-ec35-45ad-b1f5-0db7d0a6f80c
HR-1-311,true,HU-1,2025-03-01T06:13:55Z,CESOP701,CESOP701,1113441.00,MXN,Intermediary,TODO,true,IE,BIC,E-money provider,other,57d3fd5c-4171-46bb-ab4e-697a5c22e54e
IT-1-312,true,LT-1,2025-02-03T11:58:41Z,CESOP701,CESOP701,2333.83,SGD,Other,TODO,true,LU,Other,Acquirer,other,d155342a-fd74-483b-a45c-984743873f8c
LV-1-313,true,MT-1,2025-01-24T22:54:49Z,CESOP701,CESOP701,1111.00,HKD,Card payment,TODO,true,NL,IBAN,e-Wallet provider,other,aabc500e-2106-436e-bc41-ebac11b2cff9
PL-1-314,true,PT-1,2025-03-22T10:49:39Z,CESOP701,CESOP701,1113441.00,NOK,Bank transfer,TODO,true,RO,OBAN,Money Transfer operator,other,ec3fc850-c1bd-421c-a00a-249327ae8999
SE-1-315,true,SI-1,2025-02-28T22:22:40Z,CESOP701,CESOP701,2333.83,ILS,Direct debit,TODO,true,SK,BIC,Issuer of payment instruments,other,1fbcab8d-0243-47a5-8034-db5d36e78bfc
AT-1-316,true,BE-1,2025-03-21T04:41:32Z,CESOP701,CESOP701,1111.00,KRW,E-money,TODO,true,BG,Other,Payment Processor,other,47f45283-a6b4-44c2-a3e8-f606b313c883
CY-1-317,true,CZ-1,2025-01-05T00:06:12Z,CESOP701,CESOP701,1113441.00,TRY,Money Remittance,TODO,true,DE,IBAN,E-payment,other,898498af-7353-426e-894c-b4ce3495c63a
DK-1-318,true,EE-1,2025-01-29T12:33:04Z,CESOP701,CESOP701,2333.83,RUB,Marketplace,TODO,true,ES,OBAN,Payment collector,other,04f07b7d-81c9-4e13-a0df-d26670fa6138
FI-1-319,true,FR-1,2025-03-26T14:05:08Z,CESOP701,CESOP701,1111.00,INR,Intermediary,TODO,true,GR,BIC,Other,other,c5267fad-2830-4d26-9e9c-b785fff7da9a
HR-1-320,true,HU-1,2025-01-03T01:11:16Z,CESOP701,CESOP701,1113441.00,BRL,Other,TODO,true,IE,Other,Three party card scheme,other,eeff5e89-0b61-44cd-8676-dd42d502e9d7
IT-1-321,true,LT-1,2025-01-11T11:10:51Z,CESOP701,CESOP701,2333.83,ZAR,Card payment,TODO,true,LU,IBAN,Four party card scheme,other,0dab36e8-0de1-4b8b-9814-dd15f8fa0c01
LV-1-322,true,MT-1,2025-03-01T14:31:46Z,CESOP701,CESOP701,1111.00,AED,Bank transfer,TODO,true,NL,OBAN,E-money provider,other,0fefc2b4-829f-482f-b47d-0660b55d540a
PL-1-323,true,PT-1,2025-03-30T16:49:14Z,CESOP701,CESOP701,1113441.00,PLN,Direct debit,TODO,true,RO,BIC,Acquirer,other,14635217-3754-4f69-975f-36ce8695a103
SE-1-324,true,SI-1,2025-03-15T16:25:29Z,CESOP701,CESOP701,2333.83,THB,E-money,TODO,true,SK,Other,e-Wallet provider,other,9529aa20-c2ec-426a-8147-79ddc2c15c45
AT-1-325,true,BE-1,2025-03-13T10:23:45Z,CESOP701,CESOP701,1111.00,CZK,Money Remittance,TODO,true,BG,IBAN,Money Transfer operator,other,8b078c3f-6bfb-497e-9af0-367d35d736d1
CY-1-326,true,CZ-1,2025-01-11T17:11:41Z,CESOP701,CESOP701,1113441.00,DKK,Marketplace,TODO,true,DE,OBAN,Issuer of payment instruments,other,cbd4b15c-9d7b-4d2f-880e-73c3052d0e57
DK-1-327,true,EE-1,2025-03-13T09:19:07Z,CESOP701,CESOP701,2333.83,HUF,Intermediary,TODO,true,ES,BIC,Payment Processor,other,3f4bb60c-336e-4cb7-9880-2ec8acf0bcb6
FI-1-328,true,FR-1,2025-02-08T18:41:37Z,CESOP701,CESOP701,1111.00,MYR,Other,TODO,true,GR,Other,E-payment,other,6398b2ee-258e-43b3-9a69-b1f4cbf916ce
HR-1-329,true,HU-1,2025-01-13T13:18:33Z,CESOP701,CESOP701,1113441.00,PHP,Card payment,TODO,true,IE,IBAN,Payment collector,other,efbb1411-382f-4ca6-ab3b-1e4da3519fcb
IT-1-330,true,LT-1,2025-02-05T18:47:58Z,CESOP701,CESOP701,2333.83,ARS,Bank transfer,TODO,true,LU,OBAN,Other,other,7b01ad3b-b149-4b29-b45d-ea701e268e18
LV-1-331,true,MT-1,2025-03-15T20:27:59Z,CESOP701,CESOP701,1111.00,TWD,Direct debit,TODO,true,NL,BIC,Three party card scheme,other,e4e8114e-1287-44ae-8b8e-4bfcf375e59e
PL-1-332,true,PT-1,2025-01-26T14:39:46Z,CESOP701,CESOP701,1113441.00,CLP,E-money,TODO,true,RO,Other,Four party card scheme,other,f1459386-5862-4a27-8c3a-7181228790eb
SE-1-333,true,SI-1,2025-01-28T02:02:54Z,CESOP701,CESOP701,2333.83,COP,Money Remittance,TODO,true,SK,IBAN,E-money provider,other,7c95739a-6305-42fd-88de-19f0331603f0
AT-1-334,true,BE-1,2025-01-28T21:52:36Z,CESOP701,CESOP701,1111.00,PKR,Marketplace,TODO,true,BG,OBAN,Acquirer,other,c9b64831-f158-499b-bd56-18f2d9fa5991
CY-1-335,true,CZ-1,2025-01-03T09:45:25Z,CESOP701,CESOP701,1113441.00,RON,Intermediary,TODO,true,DE,BIC,e-Wallet provider,other,8543f104-f7d2-4337-be69-12eccff4607a
DK-1-336,true,EE-1,2025-03-16T01:35:00Z,CESOP701,CESOP701,2333.83,SAR,Other,TODO,true,ES,Other,Money Transfer operator,other,69a832d7-65a7-4c8e-bc73-61b8f6eeec8a
FI-1-337,true,FR-1,2025-02-21T22:04:21Z,CESOP701,CESOP701,1111.00,NPR,Card payment,TODO,true,GR,IBAN,Issuer of payment instruments,other,9ced681a-7bda-4d8c-b117-a03542c5f95a
HR-1-338,true,HU-1,2025-01-13T05:07:22Z,CESOP701,CESOP701,1113441.00,EGP,Bank transfer,TODO,true,IE,OBAN,Payment Processor,other,6857e92b-a750-4379-8646-ab980667d344
IT-1-339,true,LT-1,2025-02-22T08:31:23Z,CESOP701,CESOP701,2333.83,MAD,Direct debit,TODO,true,LU,BIC,E-payment,other,ee6d8fe6-eb02-4176-8dc3-69aa54031ccd
LV-1-340,true,MT-1,2025-03-06T20:25:02Z,CESOP701,CESOP701,1111.00,BHD,E-money,TODO,true,NL,Other,Payment collector,other,f1033ada-34bb-4212-9614-8aaf3fe7cbc8
PL-1-341,true,PT-1,2025-01-29T03:08:57Z,CESOP701,CESOP701,1113441.00,KWD,Money Remittance,TODO,true,RO,IBAN,Other,other,2bb0ab1c-3e1a-46c2-889a-9386a4ef34ea
SE-1-342,true,SI-1,2025-02-12T06:08:31Z,CESOP701,CESOP701,2333.83,OMR,Marketplace,TODO,true,SK,OBAN,Three party card scheme,other,fa5380c2-425b-45cb-afc1-8e1abb1a494d
AT-1-343,true,BE-1,2025-03-23T12:05:49Z,CESOP701,CESOP701,1111.00,QAR,Intermediary,TODO,true,BG,BIC,Four party card scheme,other,260e9c0e-e8e5-4479-be00-07fbd42142f2
CY-1-344,true,CZ-1,2025-01-06T02:01:33Z,CESOP701,CESOP701,1113441.00,VND,Other,TODO,true,DE,Other,E-money provider,other,57524adc-7a55-4b5b-b852-51911632fb2c
DK-1-345,true,EE-1,2025-01-11T11:55:31Z,CESOP701,CESOP701,2333.83,LKR,Card payment,TODO,true,ES,IBAN,Acquirer,other,19abba66-7d70-4956-b4b1-a3bb9806ea5f
FI-1-346,true,FR-1,2025-01-04T09:28:35Z,CESOP701,CESOP701,1111.00,ISK,Bank transfer,TODO,true,GR,OBAN,e-Wallet provider,other,66e1a4d5-2f16-4d20-9a80-5c14d2f75896
HR-1-347,true,HU-1,2025-01-12T20:41:56Z,CESOP701,CESOP701,1113441.00,JOD,Direct debit,TODO,true,IE,BIC,Money Transfer operator,other,b2d9a021-bf09-44a4-af88-8286b063164c
IT-1-348,true,LT-1,2025-01-26T08:31:42Z,CESOP701,CESOP701,2333.83,BAM,E-money,TODO,true,LU,Other,Issuer of payment instruments,other,d78047d5-c763-42c8-9e2c-f3cff123d2a3
LV-1-349,true,MT-1,2025-03-02T21:22:20Z,CESOP701,CESOP701,1111.00,MDL,Money Remittance,TODO,true,NL,IBAN,Payment Processor,other,cf499966-2a08-4edb-ae97-7db576c95b0b
PL-1-350,true,PT-1,2025-01-20T08:54:58Z,CESOP701,CESOP701,1113441.00,UAH,Marketplace,TODO,true,RO,OBAN,E-payment,other,37a35ca2-b62b-4f39-9d54-47c4de51177c
SE-1-351,true,SI-1,2025-01-04T07:42:39Z,CESOP701,CESOP701,2333.83,USD,Intermediary,TODO,true,SK,BIC,Payment collector,other,92ef0a16-41b6-479d-a880-2e6ad83a4321
AT-1-352,true,BE-1,2025-03-05T19:08:18Z,CESOP701,CESOP701,1111.00,EUR,Other,TODO,true,BG,Other,Other,other,0fefc2b4-829f-482f-b47d-0660b55d540a
CY-1-353,true,CZ-1,2025-01-11T08:22:19Z,CESOP701,CESOP701,1113441.00,JPY,Card payment,TODO,true,DE,IBAN,Three party card scheme,other,575d2577-7caf-4d92-a878-b9eb8ee29bfb
DK-1-354,true,EE-1,2025-02-23T16:41:23Z,CESOP701,CESOP701,2333.83,GBP,Bank transfer,TODO,true,ES,OBAN,Four party card scheme,other,aa3dcd94-e0b4-4dae-912a-0ce889224bfd
FI-1-355,true,FR-1,2025-02-19T01:23:12Z,CESOP701,CESOP701,1111.00,AUD,Direct debit,TODO,true,GR,BIC,E-money provider,other,c75fc97b-3afd-4e3f-a57d-cb70dc9969f0
HR-1-356,true,HU-1,2025-03-19T22:52:07Z,CESOP701,CESOP701,1113441.00,CAD,E-money,TODO,true,IE,Other,Acquirer,other,a80eaa86-4328-4d28-996b-00d5aec14279
IT-1-357,true,LT-1,2025-02-23T11:54:18Z,CESOP701,CESOP701,2333.83,CHF,Money Remittance,TODO,true,LU,IBAN,e-Wallet provider,other,e96619cc-1639-43b7-801d-6d47a730c7cc
LV-1-358,true,MT-1,2025-03-25T12:01:00Z,CESOP701,CESOP701,1111.00,CNY,Marketplace,TODO,true,NL,OBAN,Money Transfer operator,other,4c4569ec-7a6b-4ac1-8f66-91e72989ad48
PL-1-359,true,PT-1,2025-02-22T04:12:21Z,CESOP701,CESOP701,1113441.00,SEK,Intermediary,TODO,true,RO,BIC,Issuer of payment instruments,other,592d2601-04a9-44ed-bb81-f2177720da64
SE-1-360,true,SI-1,2025-03-05T20:03:13Z,CESOP701,CESOP701,2333.83,NZD,Other,TODO,true,SK,Other,Payment Processor,other,5669056d-7b05-4774-b10a-615d18eab633
AT-1-361,true,BE-1,2025-03-25T07:34:43Z,CESOP701,CESOP701,1111.00,MXN,Card payment,TODO,true,BG,IBAN,E-payment,other,5f6d3847-714c-45f4-82c1-c1c7e56550e7
CY-1-362,true,CZ-1,2025-01-18T09:08:29Z,CESOP701,CESOP701,1113441.00,SGD,Bank transfer,TODO,true,DE,OBAN,Payment collector,other,fc5281b3-d4b4-4e60-b98f-9ecdb7822cbf
DK-1-363,true,EE-1,2025-02-20T13:22:41Z,CESOP701,CESOP701,2333.83,HKD,Direct debit,TODO,true,ES,BIC,Other,other,995adf60-0917-4633-8b39-35b9d5f9ce40
FI-1-364,true,FR-1,2025-02-07T16:41:39Z,CESOP701,CESOP701,1111.00,NOK,E-money,TODO,true,GR,Other,Three party card scheme,other,d1badf16-6b81-4e35-8cf7-09be24a29aa0
HR-1-365,true,HU-1,2025-03-13T00:47:09Z,CESOP701,CESOP701,1113441.00,ILS,Money Remittance,TODO,true,IE,IBAN,Four party card scheme,other,e3cb9176-86db-4a9f-9c81-d5252c36084a
IT-1-366,true,LT-1,2025-02-19T23:25:43Z,CESOP701,CESOP701,2333.83,KRW,Marketplace,TODO,true,LU,OBAN,E-money provider,other,fbbee77b-dc96-4e4b-b567-a448016f280d
LV-1-367,true,MT-1,2025-03-02T14:40:52Z,CESOP701,CESOP701,1111.00,TRY,Intermediary,TODO,true,NL,BIC,Acquirer,other,54c8fcd8-b1fc-486b-a71e-9dc176f262e3
PL-1-368,true,PT-1,2025-01-30T05:57:15Z,CESOP701,CESOP701,1113441.00,RUB,Other,TODO,true,RO,Other,e-Wallet provider,other,54c8fcd8-b1fc-486b-a71e-9dc176f262e3
SE-1-369,true,SI-1,2025-03-07T22:56:09Z,CESOP701,CESOP701,2333.83,INR,Card payment,TODO,true,SK,IBAN,Money Transfer operator,other,516c1b78-b8ae-461f-b8c8-9d9e85c25418
AT-1-370,true,BE-1,2025-03-10T23:26:32Z,CESOP701,CESOP701,1111.00,BRL,Bank transfer,TODO,true,BG,OBAN,Issuer of payment instruments,other,1786e7e7-645a-405a-b931-5afed8fd431b
CY-1-371,true,CZ-1,2025-01-30T13:15:41Z,CESOP701,CESOP701,1113441.00,ZAR,Direct debit,TODO,true,DE,BIC,Payment Processor,other,c0bcd0eb-a5ec-45c2-b83f-b221c5b3f7ec
DK-1-372,true,EE-1,2025-02-11T21:01:42Z,CESOP701,CESOP701,2333.83,AED,E-money,TODO,true,ES,Other,E-payment,other,5a1752a6-9194-4cfc-ac95-ef46c80436e9
FI-1-373,true,FR-1,2025-02-09T16:20:01Z,CESOP701,CESOP701,1111.00,PLN,Money Remittance,TODO,true,GR,IBAN,Payment collector,other,8ba97161-2e52-4628-b1d8-a37aa945d24d
HR-1-374,true,HU-1,2025-03-09T11:09:41Z,CESOP701,CESOP701,1113441.00,THB,Marketplace,TODO,true,IE,OBAN,Other,other,96a121e0-ad36-431b-8b49-82e2b7662232
IT-1-375,true,LT-1,2025-01-19T08:45:37Z,CESOP701,CESOP701,2333.83,CZK,Intermediary,TODO,true,LU,BIC,Three party card scheme,other,de74da35-93e3-4e0a-b5c5-b7bfff47f342
LV-1-376,true,MT-1,2025-02-10T22:32:18Z,CESOP701,CESOP701,1111.00,DKK,Other,TODO,true,NL,Other,Four party card scheme,other,8637a121-c3d8-4d72-882c-fa41d04fcc9a
PL-1-377,true,PT-1,2025-02-01T08:08:15Z,CESOP701,CESOP701,1113441.00,HUF,Card payment,TODO,true,RO,IBAN,E-money provider,other,a621d88a-6751-4854-af2b-ac5fea7e9eba
SE-1-378,true,SI-1,2025-02-08T02:42:39Z,CESOP701,CESOP701,2333.83,MYR,Bank transfer,TODO,true,SK,OBAN,Acquirer,other,c25aa4b9-b26b-4b4a-bc57-1b5df622886f
AT-1-379,true,BE-1,2025-02-24T12:00:11Z,CESOP701,CESOP701,1111.00,PHP,Direct debit,TODO,true,BG,BIC,e-Wallet provider,other,b2807e1d-7199-4146-b166-592bae4148fe
CY-1-380,true,CZ-1,2025-02-03T16:58:16Z,CESOP701,CESOP701,1113441.00,ARS,E-money,TODO,true,DE,Other,Money Transfer operator,other,a412ae10-44cf-42be-bd6d-84e27e2868cc
DK-1-381,true,EE-1,2025-01-24T00:29:57Z,CESOP701,CESOP701,2333.83,TWD,Money Remittance,TODO,true,ES,IBAN,Issuer of payment instruments,other,2332131d-9278-4b3c-ba28-e212dd0f2967
FI-1-382,true,FR-1,2025-02-07T11:43:43Z,CESOP701,CESOP701,1111.00,CLP,Marketplace,TODO,true,GR,OBAN,Payment Processor,other,215f4e18-45d2-40c6-aba9-db369c1d84b1
HR-1-383,true,HU-1,2025-03-12T03:22:49Z,CESOP701,CESOP701,1113441.00,COP,Intermediary,TODO,true,IE,BIC,E-payment,other,60e5cf60-ffde-4a1e-9d59-bff71efcbff8
IT-1-384,true,LT-1,2025-02-20T00:33:56Z,CESOP701,CESOP701,2333.83,PKR,Other,TODO,true,LU,Other,Payment collector,other,b2cbab55-a550-48c4-ae0e-b9bf8d034233
LV-1-385,true,MT-1,2025-01-03T21:35:20Z,CESOP701,CESOP701,1111.00,RON,Card payment,TODO,true,NL,IBAN,Other,other,026d0f43-7887-49da-a950-22e1ce5e6f0b
PL-1-386,true,PT-1,2025-02-10T21:05:37Z,CESOP701,CESOP701,1113441.00,SAR,Bank transfer,TODO,true,RO,OBAN,Three party card scheme,other,122261cc-cb48-40ba-9c8e-746da9eb15b1
SE-1-387,true,SI-1,2025-03-22T12:41:24Z,CESOP701,CESOP701,2333.83,NPR,Direct debit,TODO,true,SK,BIC,Four party card scheme,other,fb0593f6-8bca-4308-85fa-e830ae1e32af
AT-1-388,true,BE-1,2025-03-18T15:40:43Z,CESOP701,CESOP701,1111.00,EGP,E-money,TODO,true,BG,Other,E-money provider,other,f4f33a71-6b4f-42eb-9808-191c78817db4
CY-1-389,true,CZ-1,2025-01-30T09:55:10Z,CESOP701,CESOP701,1113441.00,MAD,Money Remittance,TODO,true,DE,IBAN,Acquirer,other,7de9ee2d-42e2-4188-abf8-4bc4570e0e80
DK-1-390,true,EE-1,2025-03-19T00:37:21Z,CESOP701,CESOP701,2333.83,BHD,Marketplace,TODO,true,ES,OBAN,e-Wallet provider,other,1081861c-2895-4682-9074-a9d77cead357
FI-1-391,true,FR-1,2025-03-13T11:00:02Z,CESOP701,CESOP701,1111.00,KWD,Intermediary,TODO,true,GR,BIC,Money Transfer operator,other,1476c929-f189-4bed-b521-fa32ae1b9fb0
HR-1-392,true,HU-1,2025-03-07T07:46:54Z,CESOP701,CESOP701,1113441.00,OMR,Other,TODO,true,IE,Other,Issuer of payment instruments,other,d6ec2043-2320-4e78-b954-c2198af7429a
IT-1-393,true,LT-1,2025-01-03T19:51:11Z,CESOP701,CESOP701,2333.83,QAR,Card payment,TODO,true,LU,IBAN,Payment Processor,other,949ea0e4-542c-46a2-b838-5814042e707a
